#{"t_start": 1678610083.0348332, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,failure_shared_disjointness,episode_failure_shared_disjointness,shared_counter,episode_shared_counter,dpp_counter,episode_dpp_counter,compactness,throughput,available_slots_working,available_slots_backup
25,50,0.156047,0.42,0.38306924882629106,0.42,"(0.42,)",0.0,0.0,0.42,0.42,0.24,0.24,0.34,0.34,0.24,0.24,4.42226190601357,2192.165530308933,8056,8896
4,50,0.362084,0.52,0.4480792079207921,0.47,"(0.52,)",0.0,0.0,0.47,0.52,0.3,0.36,0.23,0.12,0.3,0.36,3.502516831868215,3680.3711991481523,7084,8600
28,50,0.56914,0.3,0.39733889903469866,0.41333333333333333,"(0.3,)",0.0,0.0,0.41333333333333333,0.3,0.38,0.54,0.20666666666666667,0.16,0.38,0.54,2.8010481017741733,5206.494228682831,5791,8185
1,50,0.770179,0.52,0.44968429360694556,0.44,"(0.52,)",0.0,0.0,0.44,0.52,0.39,0.42,0.17,0.06,0.39,0.42,2.330532365357421,6725.495287148596,4938,8005
-18,50,0.946314,0.7,0.4985756769447488,0.492,"(0.7,)",0.056,0.28,0.436,0.42,0.388,0.38,0.144,0.04,0.364,0.26,1.9961307911105919,7945.521305232119,4654,7943
-26,50,1.095362,0.8,0.5468312714147464,0.5433333333333333,"(0.8,)",0.10333333333333333,0.34,0.44,0.46,0.37,0.28,0.13333333333333333,0.08,0.3233333333333333,0.12,1.7807153153404314,8759.20283357012,4786,7945
-25,50,1.249383,0.76,0.5822035987182648,0.5742857142857143,"(0.76,)",0.13142857142857142,0.3,0.44285714285714284,0.46,0.3657142857142857,0.34,0.11714285714285715,0.02,0.30857142857142855,0.22,1.6228554946832556,9313.788157322717,4757,7904
-4,50,1.417434,0.6,0.5857858174837216,0.5775,"(0.6,)",0.1525,0.3,0.425,0.3,0.375,0.44,0.1175,0.12,0.305,0.28,1.4907137108788229,9841.267176858248,4474,7771
-16,50,1.579478,0.68,0.595558142816822,0.5888888888888889,"(0.68,)",0.17333333333333334,0.34,0.41555555555555557,0.34,0.39111111111111113,0.52,0.10888888888888888,0.04,0.3022222222222222,0.28,1.3722486766647721,10455.605393880263,4315,7728
-22,50,1.7315,0.76,0.6138661377015613,0.606,"(0.76,)",0.194,0.38,0.412,0.38,0.386,0.34,0.106,0.08,0.288,0.16,1.279517359052472,10948.338767737752,4381,7666
-18,50,1.894548,0.7,0.627464870178685,0.6145454545454545,"(0.7,)",0.21272727272727274,0.4,0.4018181818181818,0.3,0.39636363636363636,0.5,0.1,0.04,0.28545454545454546,0.26,1.2212627069556632,11206.291017193358,4532,7740
-21,50,2.047566,0.76,0.6426436355941171,0.6266666666666667,"(0.76,)",0.22666666666666666,0.38,0.4,0.38,0.39,0.32,0.1,0.1,0.2733333333333333,0.14,1.1637778093000373,11465.959898218112,4582,7769
-16,50,2.209024,0.68,0.6469629575169406,0.6307692307692307,"(0.68,)",0.23076923076923078,0.28,0.4,0.4,0.3953846153846154,0.46,0.09538461538461539,0.04,0.27384615384615385,0.28,1.1080154962069715,11722.745878557973,4571,7770
-19,50,2.365647,0.72,0.6547014194253947,0.6371428571428571,"(0.72,)",0.24857142857142858,0.48,0.38857142857142857,0.24,0.40285714285714286,0.5,0.09285714285714286,0.06,0.27,0.22,1.0633904124152629,11961.103008539145,4427,7722
-30,50,2.519682,0.8,0.668995540454449,0.648,"(0.8,)",0.25733333333333336,0.38,0.39066666666666666,0.42,0.4026666666666667,0.4,0.08666666666666667,0.0,0.2653333333333333,0.2,1.0218509624551426,12153.83340002509,4722,7830
-22,50,2.678718,0.74,0.6735356513251596,0.65375,"(0.74,)",0.265,0.38,0.38875,0.36,0.40375,0.42,0.08375,0.04,0.2625,0.22,0.992011852876288,12271.90162321961,4673,7840
-17,50,2.850758,0.68,0.6750263474505928,0.6552941176470588,"(0.68,)",0.26941176470588235,0.34,0.38588235294117645,0.34,0.41058823529411764,0.52,0.08,0.02,0.2647058823529412,0.3,0.9493394649460105,12423.021108838033,4768,7881
-21,50,3.020802,0.74,0.6817155158723156,0.66,"(0.74,)",0.27444444444444444,0.36,0.38555555555555554,0.38,0.4088888888888889,0.38,0.07888888888888888,0.06,0.2611111111111111,0.2,0.9248944568897021,12497.986859810966,4784,7870
-32,50,3.184817,0.82,0.6904048603323905,0.6684210526315789,"(0.82,)",0.2810526315789474,0.4,0.3873684210526316,0.42,0.4094736842105263,0.42,0.07473684210526316,0.0,0.25684210526315787,0.18,0.900077552967074,12572.01255166888,5012,7971
-11,50,3.369538,0.64,0.6891111446524892,0.667,"(0.64,)",0.283,0.32,0.384,0.32,0.414,0.5,0.074,0.06,0.259,0.3,0.8727328410698311,12626.84710221452,5048,7893
