,KSPFF,Agent
0,0.0,0.00347
1,0.0,0.00151
2,0.0,0.00796
3,0.0,0.01617
4,0.0,0.03336
5,0.0,0.0277
6,0.0,0.02459
7,0.0,0.01784
8,0.0,0.02107
9,0.0,0.02389
