#{"t_start": 1678585550.659413, "env_id": "DeepRMSAKSP-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,failure_shared_disjointness,episode_failure_shared_disjointness,shared_counter,episode_shared_counter,dpp_counter,episode_dpp_counter,compactness,throughput,available_slots_working,available_slots_backup
69,50,0.205045,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.62,0.62,0.38,0.38,0.62,0.62,2.933598081216613,3401.1169731039927,7668,8688
56,50,0.449101,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.75,0.88,0.25,0.12,0.75,0.88,2.174926674155993,6188.219951332177,5997,7998
55,50,0.697156,0.0,0.0,0.0,"(0.0,)",0.0,0.0,0.0,0.0,0.8,0.9,0.2,0.1,0.8,0.9,1.7063924012599108,8828.779664045505,4494,7384
31,50,0.941204,0.2,0.0584846093133386,0.05,"(0.2,)",0.05,0.2,0.0,0.0,0.795,0.78,0.155,0.02,0.795,0.78,1.4031004932466642,11320.317596658762,3618,7127
21,50,1.185265,0.3,0.11397714822350916,0.1,"(0.3,)",0.1,0.3,0.0,0.0,0.772,0.68,0.128,0.02,0.772,0.68,1.1972198331845954,13419.251492027472,3233,7037
0,50,1.415317,0.5,0.18761279522925223,0.16666666666666666,"(0.5,)",0.16666666666666666,0.5,0.0,0.0,0.7266666666666667,0.5,0.10666666666666667,0.0,0.7266666666666667,0.5,1.0511732660870123,15052.241121542082,3355,7077
14,50,1.644369,0.4,0.23362538373630312,0.2,"(0.4,)",0.2,0.4,0.0,0.0,0.6971428571428572,0.52,0.10285714285714286,0.08,0.6971428571428572,0.52,0.9544581285775796,16021.721888366961,3273,7011
10,50,1.870406,0.4,0.2624537376056366,0.225,"(0.4,)",0.225,0.4,0.0,0.0,0.685,0.6,0.09,0.0,0.685,0.6,0.8697696934140234,17023.865307388263,2898,6916
-1,50,2.097238,0.52,0.2979466553767993,0.2577777777777778,"(0.52,)",0.2577777777777778,0.52,0.0,0.0,0.66,0.46,0.08222222222222222,0.02,0.66,0.46,0.7943975755082899,17969.97731034879,3033,6996
14,50,2.339293,0.36,0.31256398771435884,0.268,"(0.36,)",0.268,0.36,0.0,0.0,0.658,0.64,0.074,0.0,0.658,0.64,0.7420243283644967,18599.72267564929,3229,7092
11,50,2.577346,0.4,0.329381830798589,0.28,"(0.4,)",0.28,0.4,0.0,0.0,0.6509090909090909,0.58,0.06909090909090909,0.02,0.6509090909090909,0.58,0.7082886763400685,19019.515514998144,2966,6981
-6,50,2.802385,0.56,0.3548566289281557,0.30333333333333334,"(0.56,)",0.30333333333333334,0.56,0.0,0.0,0.6333333333333333,0.44,0.06333333333333334,0.0,0.6333333333333333,0.44,0.6721944924519463,19517.646078907703,3065,7017
5,50,3.035253,0.46,0.3692852504013038,0.3153846153846154,"(0.46,)",0.3153846153846154,0.46,0.0,0.0,0.6246153846153846,0.52,0.06,0.02,0.6246153846153846,0.52,0.6399460513382353,19943.100088038504,3079,7037
1,50,3.257317,0.5,0.3824588184365815,0.32857142857142857,"(0.5,)",0.32857142857142857,0.5,0.0,0.0,0.6142857142857143,0.48,0.05714285714285714,0.02,0.6142857142857143,0.48,0.6145464200773574,20299.53335668229,2993,7014
8,50,3.49537,0.42,0.3906986621363347,0.33466666666666667,"(0.42,)",0.33466666666666667,0.42,0.0,0.0,0.612,0.58,0.05333333333333334,0.0,0.612,0.58,0.5888176806113942,20661.983270608467,3219,7070
16,50,3.726423,0.34,0.3897393504178162,0.335,"(0.34,)",0.335,0.34,0.0,0.0,0.615,0.66,0.05,0.0,0.615,0.66,0.570191290325776,20952.66280195058,2974,7022
-10,50,3.958461,0.6,0.4086419637944059,0.35058823529411764,"(0.6,)",0.35058823529411764,0.6,0.0,0.0,0.6023529411764705,0.4,0.047058823529411764,0.0,0.6023529411764705,0.4,0.5446805639149312,21317.498908148853,3356,7174
3,50,4.183164,0.48,0.4177974625469817,0.35777777777777775,"(0.48,)",0.35777777777777775,0.48,0.0,0.0,0.5966666666666667,0.5,0.04555555555555556,0.02,0.5966666666666667,0.5,0.5300704497255072,21486.529159950176,3294,7162
3,50,4.421219,0.48,0.4243083566252155,0.3642105263157895,"(0.48,)",0.3642105263157895,0.48,0.0,0.0,0.5915789473684211,0.5,0.04421052631578947,0.02,0.5915789473684211,0.5,0.5154619706298383,21642.601765301253,3493,7234
24,50,4.67228,0.26,0.4189830077612984,0.359,"(0.26,)",0.359,0.26,0.0,0.0,0.599,0.74,0.042,0.0,0.599,0.74,0.4999039078828119,21816.37659176846,3419,7256
