#{"t_start": 1678574582.0998144, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,bit_rate_blocking_rate,failure,episode_failure,failure_slots,episode_failure_slots,failure_disjointness,episode_failure_disjointness,failure_shared_disjointness,episode_failure_shared_disjointness,shared_counter,episode_shared_counter,dpp_counter,episode_dpp_counter,compactness,throughput,available_slots_working,available_slots_backup
25,50,0.159025,0.42,0.38306924882629106,0.42,"(0.42,)",0.0,0.0,0.42,0.42,0.24,0.24,0.34,0.34,0.24,0.24,4.42226190601357,2192.165530308933,8056,8896
4,50,0.346076,0.52,0.4480792079207921,0.47,"(0.52,)",0.0,0.0,0.47,0.52,0.3,0.36,0.23,0.12,0.3,0.36,3.5098731199907314,3583.758416351127,7286,8662
28,50,0.549107,0.3,0.39733889903469866,0.41333333333333333,"(0.3,)",0.0,0.0,0.41333333333333333,0.3,0.38,0.54,0.20666666666666667,0.16,0.38,0.54,2.8281159007033545,4717.388020541697,6254,8373
2,50,0.725161,0.52,0.44968429360694556,0.44,"(0.52,)",0.0,0.0,0.44,0.52,0.385,0.4,0.175,0.08,0.385,0.4,2.364505843692431,5768.966252966346,5744,8245
-4,50,0.904191,0.58,0.4741587102832994,0.468,"(0.58,)",0.02,0.1,0.448,0.48,0.388,0.4,0.156,0.08,0.376,0.34,2.035128748477575,6574.2931007886955,5625,8103
-12,50,1.071239,0.66,0.5047733633248764,0.5,"(0.66,)",0.04,0.14,0.46,0.52,0.37666666666666665,0.32,0.14333333333333334,0.08,0.3566666666666667,0.26,1.8364847463143243,6987.204385890693,5789,8196
-19,50,1.236283,0.7,0.5375669437784301,0.5285714285714286,"(0.7,)",0.06285714285714286,0.2,0.4657142857142857,0.5,0.37714285714285717,0.38,0.12571428571428572,0.02,0.3457142857142857,0.28,1.6898567401787856,7322.231306651344,5793,8193
11,50,1.421318,0.48,0.5280938903952342,0.5225,"(0.48,)",0.0775,0.18,0.445,0.3,0.38,0.4,0.1325,0.18,0.345,0.34,1.5706839513837516,7639.201756691292,5605,8065
3,50,1.606359,0.52,0.529036127575501,0.5222222222222223,"(0.52,)",0.08666666666666667,0.16,0.43555555555555553,0.36,0.38666666666666666,0.44,0.1288888888888889,0.1,0.3488888888888889,0.38,1.4677381048246707,7945.767852483845,5652,8150
-6,50,1.783386,0.6,0.5389525211159457,0.53,"(0.6,)",0.094,0.16,0.436,0.44,0.386,0.38,0.124,0.08,0.346,0.32,1.3919628190881348,8157.521122987408,5560,8070
1,50,1.964746,0.52,0.5422136124443416,0.5290909090909091,"(0.52,)",0.09818181818181818,0.14,0.4309090909090909,0.38,0.39636363636363636,0.5,0.11818181818181818,0.06,0.3527272727272727,0.42,1.3429586415843,8284.963497703542,5584,8115
-12,50,2.129798,0.66,0.556131626282933,0.54,"(0.66,)",0.1,0.12,0.44,0.54,0.39166666666666666,0.34,0.115,0.08,0.345,0.26,1.2982728906168328,8380.4410788692,6000,8237
2,50,2.314825,0.52,0.5530149860922202,0.5384615384615384,"(0.52,)",0.09538461538461539,0.04,0.4430769230769231,0.48,0.3953846153846154,0.44,0.1123076923076923,0.08,0.34923076923076923,0.4,1.2534397642175243,8472.430295621165,6104,8316
6,50,2.502867,0.5,0.5512405732382493,0.5357142857142857,"(0.5,)",0.09857142857142857,0.14,0.43714285714285717,0.36,0.40285714285714286,0.5,0.11285714285714285,0.12,0.3514285714285714,0.38,1.2188740542759604,8560.476255176944,5798,8178
-14,50,2.669173,0.66,0.5637396474835421,0.544,"(0.66,)",0.10533333333333333,0.2,0.43866666666666665,0.46,0.4053333333333333,0.44,0.108,0.04,0.348,0.3,1.1845267110384388,8599.53869351275,6114,8292
-11,50,2.829224,0.64,0.5688276246725695,0.55,"(0.64,)",0.1075,0.14,0.4425,0.5,0.40625,0.42,0.105,0.06,0.345,0.3,1.164077556043006,8632.631650591979,6000,8313
-6,50,3.008469,0.58,0.5700748920454015,0.5517647058823529,"(0.58,)",0.11529411764705882,0.24,0.4364705882352941,0.34,0.4117647058823529,0.5,0.1011764705882353,0.04,0.34705882352941175,0.38,1.1276898409917673,8716.87318608603,6026,8311
-3,50,3.186781,0.58,0.5734502655679271,0.5533333333333333,"(0.58,)",0.11666666666666667,0.14,0.43666666666666665,0.44,0.4111111111111111,0.4,0.10111111111111111,0.1,0.34555555555555556,0.32,1.1101621702615905,8724.22243705508,6110,8312
-11,50,3.352815,0.64,0.5772732598035114,0.5578947368421052,"(0.64,)",0.11473684210526315,0.08,0.4431578947368421,0.56,0.4094736842105263,0.38,0.09894736842105263,0.06,0.3431578947368421,0.3,1.0954803735367653,8743.262953768199,6110,8379
8,50,3.547853,0.46,0.5716033396620618,0.553,"(0.46,)",0.113,0.08,0.44,0.38,0.416,0.54,0.098,0.08,0.349,0.46,1.076353226941151,8760.765486154503,6011,8292
-3,50,3.723899,0.56,0.5710900473933649,0.5533333333333333,"(0.56,)",0.11523809523809524,0.16,0.4380952380952381,0.4,0.4180952380952381,0.46,0.09619047619047619,0.06,0.3504761904761905,0.38,1.0582604763699086,8787.786269474887,5808,8227
-6,50,3.901939,0.6,0.5724669683257918,0.5554545454545454,"(0.6,)",0.11545454545454545,0.12,0.44,0.48,0.4172727272727273,0.4,0.09545454545454546,0.08,0.3490909090909091,0.32,1.0409895258016968,8823.522719684954,6088,8292
0,50,4.082973,0.52,0.5727034120734908,0.5539130434782609,"(0.52,)",0.11391304347826087,0.08,0.44,0.44,0.42,0.48,0.09304347826086956,0.04,0.35304347826086957,0.44,1.0318678350691721,8842.697766416739,5801,8285
-12,50,4.251524,0.66,0.5752392803717286,0.5583333333333333,"(0.66,)",0.11416666666666667,0.12,0.44416666666666665,0.54,0.4175,0.36,0.0925,0.08,0.3491666666666667,0.26,1.0196393449725356,8896.295035903502,5667,8210
-6,50,4.428306,0.58,0.5753905106236712,0.5592,"(0.58,)",0.1192,0.24,0.44,0.34,0.42,0.48,0.0904,0.04,0.3504,0.38,1.0086783684321792,8963.079533599066,5439,8185
-12,50,4.597356,0.64,0.5782896348934085,0.5623076923076923,"(0.64,)",0.12307692307692308,0.22,0.43923076923076926,0.42,0.4207692307692308,0.44,0.08846153846153847,0.04,0.34923076923076923,0.32,0.9966405182752808,9037.485337555241,5459,8143
-19,50,4.751392,0.74,0.5848535886298496,0.5688888888888889,"(0.74,)",0.12666666666666668,0.22,0.44222222222222224,0.52,0.4140740740740741,0.24,0.08888888888888889,0.1,0.3422222222222222,0.16,0.9851872095792935,9095.20774565414,5555,8137
0,50,4.926677,0.56,0.5847799343903772,0.5685714285714286,"(0.56,)",0.12714285714285714,0.14,0.44142857142857145,0.42,0.4135714285714286,0.4,0.09,0.12,0.3414285714285714,0.32,0.9761763957748919,9136.354873933042,5554,8041
11,50,5.116472,0.48,0.5802159936589018,0.5655172413793104,"(0.48,)",0.12758620689655173,0.14,0.4379310344827586,0.34,0.41379310344827586,0.42,0.09310344827586207,0.18,0.3413793103448276,0.34,0.962322144674767,9210.040793199396,5587,8038
-18,50,5.280497,0.7,0.5846075297696608,0.57,"(0.7,)",0.12466666666666666,0.04,0.44533333333333336,0.66,0.41,0.3,0.09133333333333334,0.04,0.33866666666666667,0.26,0.9538579071111997,9239.126761783544,5934,8222
7,50,5.470552,0.48,0.5824410362160072,0.5670967741935484,"(0.48,)",0.12516129032258064,0.14,0.44193548387096776,0.34,0.41419354838709677,0.54,0.09161290322580645,0.1,0.3412903225806452,0.42,0.9466896213934858,9262.23543688946,5965,8210
6,50,5.663595,0.5,0.580756065262474,0.565,"(0.5,)",0.124375,0.1,0.440625,0.4,0.415625,0.46,0.0925,0.12,0.3425,0.38,0.9433728122937964,9239.995824523425,6208,8336
-6,50,5.836616,0.58,0.5799507756707784,0.5654545454545454,"(0.58,)",0.12545454545454546,0.16,0.44,0.42,0.416969696969697,0.46,0.09090909090909091,0.04,0.34363636363636363,0.38,0.9407350441566625,9243.69621296184,5980,8264
-19,50,5.992651,0.7,0.5853153258954785,0.5694117647058824,"(0.7,)",0.12823529411764706,0.22,0.4411764705882353,0.48,0.41705882352941176,0.42,0.0888235294117647,0.02,0.3417647058823529,0.28,0.9384417040639558,9252.136786827794,5939,8292
3,50,6.173711,0.5,0.5842901819343941,0.5674285714285714,"(0.5,)",0.128,0.12,0.43942857142857145,0.38,0.4188571428571429,0.48,0.088,0.06,0.3445714285714286,0.44,0.9355912919463429,9267.79565824006,5816,8252
3,50,6.359752,0.52,0.5838318692316246,0.5661111111111111,"(0.52,)",0.12611111111111112,0.06,0.44,0.46,0.41888888888888887,0.42,0.08833333333333333,0.1,0.34555555555555556,0.38,0.9295423773235507,9286.1088132508,5919,8277
-5,50,6.527778,0.58,0.5844469816885937,0.5664864864864865,"(0.58,)",0.1281081081081081,0.2,0.4383783783783784,0.38,0.4205405405405405,0.48,0.08756756756756756,0.06,0.34594594594594597,0.36,0.9229774562383043,9315.816148554452,5477,8134
-10,50,6.700823,0.66,0.5872203612368913,0.5689473684210526,"(0.66,)",0.12842105263157894,0.14,0.4405263157894737,0.52,0.4189473684210526,0.36,0.08842105263157894,0.12,0.3426315789473684,0.22,0.9182088060041904,9335.089294981377,5883,8247
-5,50,6.881858,0.6,0.5876171623654195,0.5697435897435897,"(0.6,)",0.1276923076923077,0.1,0.442051282051282,0.5,0.41794871794871796,0.38,0.08871794871794872,0.1,0.3415384615384615,0.3,0.914984071444767,9328.72832550321,6368,8348
-3,50,7.053908,0.56,0.5877414742660421,0.5695,"(0.56,)",0.125,0.02,0.4445,0.54,0.4175,0.4,0.088,0.06,0.3425,0.38,0.9142322475569425,9308.099527938264,6139,8269
-6,50,7.230936,0.58,0.587491328037915,0.5697560975609756,"(0.58,)",0.12390243902439024,0.08,0.4458536585365854,0.5,0.41804878048780486,0.44,0.08682926829268292,0.04,0.3434146341463415,0.38,0.9100939265226095,9312.859039806934,5809,8165
1,50,7.408977,0.52,0.5867681686212651,0.5685714285714286,"(0.52,)",0.12380952380952381,0.12,0.44476190476190475,0.4,0.42,0.5,0.08619047619047619,0.06,0.34523809523809523,0.42,0.9063369064418796,9322.16801169984,5682,8100
-13,50,7.568024,0.66,0.5883475640381718,0.5706976744186046,"(0.66,)",0.12511627906976744,0.18,0.44558139534883723,0.48,0.4190697674418605,0.38,0.08558139534883721,0.06,0.3437209302325581,0.28,0.9033870931292638,9332.414313003148,5651,8206
-22,50,7.723059,0.72,0.5924388667378405,0.5740909090909091,"(0.72,)",0.1290909090909091,0.3,0.445,0.42,0.41818181818181815,0.38,0.08363636363636363,0.0,0.3422727272727273,0.28,0.8995539429302779,9342.319871507732,5626,8129
-5,50,7.901099,0.6,0.5924595667202458,0.5746666666666667,"(0.6,)",0.12844444444444444,0.1,0.44622222222222224,0.5,0.416,0.32,0.084,0.1,0.3413333333333333,0.3,0.8975102531448969,9338.176670037614,6003,8283
-6,50,8.074138,0.6,0.5928617396900492,0.5752173913043478,"(0.6,)",0.12869565217391304,0.14,0.4465217391304348,0.46,0.4165217391304348,0.44,0.08391304347826087,0.08,0.3408695652173913,0.32,0.8993188157886542,9323.906908273675,6018,8344
0,50,8.255162,0.54,0.592385336743393,0.574468085106383,"(0.54,)",0.1276595744680851,0.08,0.44680851063829785,0.46,0.41702127659574467,0.44,0.08382978723404255,0.08,0.3417021276595745,0.38,0.899632455982425,9316.481150628697,6076,8396
-1,50,8.430218,0.52,0.5908649726893006,0.5733333333333334,"(0.52,)",0.12583333333333332,0.04,0.4475,0.48,0.41833333333333333,0.48,0.0825,0.02,0.3441666666666667,0.46,0.8980470401718876,9318.718051695676,5565,8231
-20,50,8.591242,0.7,0.5935962127504506,0.5759183673469388,"(0.7,)",0.1253061224489796,0.1,0.4506122448979592,0.6,0.4175510204081633,0.38,0.08081632653061224,0.0,0.343265306122449,0.3,0.896950784716153,9321.794188534363,5768,8327
-20,50,8.746289,0.72,0.5961058444458008,0.5788,"(0.72,)",0.1288,0.3,0.45,0.42,0.4184,0.46,0.08,0.04,0.3412,0.24,0.8949538106212452,9329.345662016192,5968,8374
-8,50,8.91731,0.62,0.5968360030607136,0.5796078431372549,"(0.62,)",0.13176470588235295,0.28,0.44784313725490194,0.34,0.42,0.5,0.08,0.08,0.3403921568627451,0.3,0.8931248090336594,9326.416422586535,5755,8220
3,50,9.101369,0.52,0.5961826659539163,0.5784615384615385,"(0.52,)",0.13230769230769232,0.16,0.4461538461538462,0.36,0.42230769230769233,0.54,0.08038461538461539,0.1,0.34115384615384614,0.38,0.890202725705322,9334.251725935279,5675,8184
-7,50,9.277392,0.58,0.5968989664231453,0.5784905660377359,"(0.58,)",0.13245283018867923,0.14,0.4460377358490566,0.44,0.42377358490566036,0.5,0.07924528301886792,0.02,0.34226415094339624,0.4,0.886765429064647,9346.501455444191,5543,8144
1,50,9.448447,0.54,0.595743605898681,0.5777777777777777,"(0.54,)",0.13518518518518519,0.28,0.4425925925925926,0.26,0.42518518518518517,0.5,0.07962962962962963,0.1,0.3425925925925926,0.36,0.8828156025904492,9371.888814777281,5044,8025
-14,50,9.614485,0.7,0.5977297928217099,0.58,"(0.7,)",0.13672727272727273,0.22,0.44327272727272726,0.48,0.42363636363636364,0.34,0.08036363636363636,0.12,0.3396363636363636,0.18,0.8784713253852584,9404.678096329286,5513,8157
-1,50,9.783518,0.56,0.5972228986246272,0.5796428571428571,"(0.56,)",0.13785714285714284,0.2,0.4417857142857143,0.36,0.42428571428571427,0.46,0.08071428571428571,0.1,0.33964285714285714,0.34,0.8762221122248831,9427.974557051219,5168,8030
-10,50,9.96155,0.62,0.5982584296568414,0.5803508771929825,"(0.62,)",0.14035087719298245,0.28,0.44,0.34,0.4256140350877193,0.5,0.08,0.04,0.33964912280701753,0.34,0.8733433568228772,9452.30843276518,5636,8211
-13,50,10.124599,0.64,0.5996514137110607,0.5813793103448276,"(0.64,)",0.14206896551724138,0.24,0.4393103448275862,0.4,0.4262068965517241,0.46,0.0789655172413793,0.02,0.3396551724137931,0.34,0.8713258980112593,9462.548003755743,5542,8211
0,50,10.300627,0.54,0.598973499300608,0.5806779661016949,"(0.54,)",0.14372881355932204,0.24,0.4369491525423729,0.3,0.4277966101694915,0.52,0.07898305084745763,0.08,0.3403389830508475,0.38,0.8685687337461478,9481.70433042928,5343,8080
-13,50,10.475678,0.66,0.6004980167592535,0.582,"(0.66,)",0.143,0.1,0.439,0.56,0.4256666666666667,0.3,0.07866666666666666,0.06,0.3393333333333333,0.28,0.8661114471003628,9492.224838227079,5777,8214
-6,50,10.646704,0.6,0.6005410255803,0.5822950819672131,"(0.6,)",0.14459016393442622,0.24,0.4377049180327869,0.36,0.42655737704918034,0.48,0.07868852459016394,0.08,0.33901639344262297,0.32,0.8633826779904255,9498.679665393658,5655,8113
-7,50,10.823756,0.6,0.6011222287213943,0.5825806451612904,"(0.6,)",0.14483870967741935,0.16,0.43774193548387097,0.44,0.4264516129032258,0.42,0.07838709677419355,0.06,0.33903225806451615,0.34,0.8610755582776113,9496.314497190177,5753,8128
-8,50,10.991783,0.62,0.601669713465152,0.5831746031746031,"(0.62,)",0.14444444444444443,0.12,0.43873015873015875,0.5,0.4257142857142857,0.38,0.0784126984126984,0.08,0.3384126984126984,0.3,0.8587253568806389,9490.116926453287,5727,8041
-8,50,11.159832,0.62,0.6026042698788169,0.58375,"(0.62,)",0.1440625,0.12,0.4396875,0.5,0.425,0.38,0.0784375,0.08,0.3378125,0.3,0.8567610240660647,9481.986486358292,5982,8158
-6,50,11.329853,0.58,0.6026916238640854,0.5836923076923077,"(0.58,)",0.14461538461538462,0.18,0.4390769230769231,0.4,0.42646153846153845,0.52,0.07784615384615384,0.04,0.3384615384615385,0.38,0.8541017218579866,9481.60633815101,5538,8047
